1.000000 0.100000 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
2.091217 0.140393 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
3.536546 0.098885 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
4.948826 0.064857 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
6.366610 0.105688 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
7.887308 0.103032 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
9.070745 0.116183 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
10.518296 0.085165 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
11.961026 0.088441 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
13.131026 0.084309 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
14.618632 0.079853 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
15.743148 0.095767 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
16.898885 0.100474 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
18.344790 0.110473 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 100.000000 2.500000
1.816186 1.614650 5.000000 0.525289 0.078310 0.000000 0.000000 0.000000 -1.100535 0.500000 1.000000 0.500000
2.845573 1.441050 5.000000 0.051114 -0.146557 0.000000 0.000000 0.000000 0.460784 0.500000 1.000000 0.500000
4.374966 1.493979 5.000000 0.269933 0.144055 0.000000 0.000000 0.000000 -0.636452 0.500000 1.000000 0.500000
5.424047 1.499380 5.000000 0.662818 0.060526 0.000000 0.000000 0.000000 -1.161592 0.500000 1.000000 0.500000
6.555841 1.592961 5.000000 1.089696 -0.260596 0.000000 0.000000 0.000000 -2.146937 0.500000 1.000000 0.500000
7.555733 1.564242 5.000000 1.191191 -0.047874 0.000000 0.000000 0.000000 -1.903775 0.500000 1.000000 0.500000
8.601927 1.549612 5.000000 0.681113 0.050481 0.000000 0.000000 0.000000 -1.724503 0.500000 1.000000 0.500000
9.679535 1.487112 5.000000 0.657860 -0.281073 0.000000 0.000000 0.000000 0.405362 0.500000 1.000000 0.500000
10.702782 1.575464 5.000000 0.568395 0.013029 0.000000 0.000000 0.000000 -1.903540 0.500000 1.000000 0.500000
11.704669 1.566459 5.000000 0.556232 0.077148 0.000000 0.000000 0.000000 -1.795728 0.500000 1.000000 0.500000
12.734043 1.532777 5.000000 0.364254 0.067220 0.000000 0.000000 0.000000 -1.005376 0.500000 1.000000 0.500000
13.761782 1.450415 5.000000 0.331946 -0.167577 0.000000 0.000000 0.000000 -0.393812 0.500000 1.000000 0.500000
14.767497 1.575765 5.000000 0.378319 -0.038811 0.000000 0.000000 0.000000 -0.324436 0.500000 1.000000 0.500000
15.783992 1.598317 5.000000 0.469972 0.175392 0.000000 0.000000 0.000000 -0.920040 0.500000 1.000000 0.500000
16.808029 1.599119 5.000000 0.510873 0.000864 0.000000 0.000000 0.000000 -1.117353 0.500000 1.000000 0.500000
17.806931 1.510718 5.000000 0.441293 0.177457 0.000000 0.000000 0.000000 -0.500477 0.500000 1.000000 0.500000
18.882304 1.510855 5.000000 0.428765 -0.193366 0.000000 0.000000 0.000000 -1.015661 0.500000 1.000000 0.500000
19.835277 1.814651 5.000000 0.398851 -0.087700 0.000000 0.000000 0.000000 1.144316 0.500000 1.000000 0.500000
